28.629413915422894, 77.07768159762045
28.61591089728494, 77.08525267141356
28.602349347176908, 77.08250602468414
28.589067971730955, 77.08295867035643
28.577090151408754, 77.11131156645277
28.565309432670198, 77.12251662077206
28.560815869918823, 77.14034465188264
28.557882062687614, 77.1609937455619
28.55783552388592, 77.17388383033328
28.55049216126032, 77.1852855500895
28.54723274930823, 77.19383213397617
28.543361826742533, 77.20682468003447
28.542437716191984, 77.22050903431408
28.54126976201631, 77.22939036781167
28.54180753129963, 77.23826786971718
28.54588960520369, 77.25114918024039
28.551029166301692, 77.25795968202793
28.554478380714283, 77.26479651121836
28.559842072805658, 77.27508539454328
28.562926113224922, 77.28625777144346
28.561089069732553, 77.29191240296537
28.545934263969155, 77.29655140474857
28.54283147932832, 77.31018455096252
28.55286521582426, 77.32165235829477
28.563957296088628, 77.33411019111385
